Date,GDP_Growth_Rate,Industrial_Production_Index,Consumer_Price_Index,Inflation_Rate
2021-01-01,6.64901424590337,143.9272244161281,164.86154401601624,-32.425267569168454
2021-01-02,6.467176254373518,141.6424153264807,163.78070176371062,-0.9085090995340295
2021-01-03,6.711615105768496,144.47822930569487,164.80097674271397,5.756666731201108
2021-01-04,6.982865411404339,140.31803790813714,164.1644795457907,-5.422502887780354
2021-01-05,6.464350719886539,145.84189891647728,164.43947655019528,21.736482879448857
2021-01-06,6.472985750124626,144.7880494529578,165.61357840442062,33.90641931234171
2021-01-07,7.025608076268263,144.41304857253138,166.6999045043514,-2.7586031189647997
2021-01-08,6.790676800447246,145.92335724045162,165.42967152982297,-42.836813495798935
2021-01-09,6.428188442373756,147.34474600629056,163.8441169379648,0.8989670759574153
2021-01-10,6.740362849998818,146.09717923615938,165.48960266822013,36.037718230213045
2021-01-11,6.447110792118787,140.4401375931138,166.24663148664567,-15.665783588092665
2021-01-12,6.454933109907991,141.6149692034306,164.44521709568062,-19.80972979977878
2021-01-13,6.675728822643469,142.97549872270073,164.92598283332708,9.51706648572852
2021-01-14,6.037613846585556,144.32709227066516,165.0796881947292,-9.613217196139914
2021-01-15,6.102547536063526,145.3587503116676,164.28510168691776,9.653883586720013
2021-01-16,6.459726303025534,142.91920118115948,165.72328043384385,10.109252467116931
2021-01-17,6.3329151453871235,144.7902003118263,164.95905185139222,-3.281219849052235
2021-01-18,6.7393503894009665,142.9505877130042,165.50453244390704,-11.348160437914743
2021-01-19,6.380938020181586,143.2817013488441,164.2025078221979,-12.704861163456798
2021-01-20,6.237878099991159,141.73348286907483,164.65754169967659,24.298103034447962
2021-01-21,7.109440305559411,142.74107994707586,165.82238135782777,1.119377223474487
2021-01-22,6.610139342821679,141.92358080353276,164.73216684790822,15.21873740108461
2021-01-23,6.706204957476407,142.7132586094548,166.8369638512334,-0.252045502842293
2021-01-24,6.266541635225206,146.808985059716,164.7153638143854,-22.384186882222536
2021-01-25,6.538613843744019,142.83823141772044,165.3446847257519,20.133405262315307
2021-01-26,6.74310864297089,150.03574296407973,166.05759083187309,-24.49575688027423
2021-01-27,6.372375310249607,145.79017712546664,163.71163426706696,-40.25099465780812
2021-01-28,6.838160314632699,145.20438026129628,163.3741911880192,-1.4593587245558126
2021-01-29,6.552970550748898,143.14775510830944,163.6143436854299,45.50089373111959
2021-01-30,6.653296738645904,146.29344122595742,166.40758410342718,14.756972530164774
2021-01-31,6.567864797642079,143.7684773537633,164.59814185410755,19.584227733616046
2021-02-01,7.311559141809459,145.1892779321721,167.71319928566825,-0.03584179147438249
2021-02-02,6.759250208756951,150.0894998725639,164.5957524013426,-35.45471973706853
2021-02-03,6.453332391203044,144.79984454917334,165.34955130319702,31.745363268378952
2021-02-04,7.0246758835391665,147.31169990199632,166.71210995256786,27.473123774431656
2021-02-05,6.418844367100412,143.62653936443178,167.18109288815913,7.940904361028203
2021-02-06,6.854857794972711,144.98119940871413,167.2415035766364,-11.81589986348996
2021-02-07,6.211313050711037,148.60960262157485,166.39336623059313,-15.411615762373998
2021-02-08,6.4076857018754625,143.82942898850578,166.21406252581147,-9.087589220879266
2021-02-09,6.8720373395079735,148.72215520763126,165.78752694920118,-3.535521744672536
2021-02-10,7.041264411371701,146.52518705851963,165.97836107616664,-17.00568998294571
2021-02-11,6.877786426890296,143.99570214980778,164.65381428367147,-23.798399393833876
2021-02-12,6.798237047427538,146.39492885707318,164.3918011165777,8.367168883763725
2021-02-13,6.749058173827455,147.0832233007494,165.21162554258905,9.87021391346019
2021-02-14,6.402190701755026,146.3882573123878,165.04981537747506,-6.59780387874477
2021-02-15,6.636050453472785,142.00923195468386,164.77177195067273,13.148581049724726
2021-02-16,6.719965067423133,143.69897156316466,165.9263874474567,21.27799886846688
2021-02-17,7.181341110327447,144.6602936094873,166.19030520857052,-8.969708417472901
2021-02-18,6.973230660692656,145.00706980300444,165.32840688629184,7.983373087270991
2021-02-19,6.347065104428776,146.39640825888517,166.72253008105525,-18.301440006380147
2021-02-20,6.978923855354244,145.50811633479722,164.1083108858665,-24.917843105024815
2021-02-21,6.771783353307439,142.4782004329352,165.06134054072027,6.523001902960317
2021-02-22,6.689727025935189,145.9039863363898,164.5431776793972,-24.94315736689998
2021-02-23,7.081686706942395,146.3579928298689,163.39846338292693,9.662124521401978
2021-02-24,7.212746901088034,146.2481651505178,165.18731931415732,26.321836630346667
2021-02-25,7.187975792639986,147.28044425542342,165.1532524916167,24.091956436272
2021-02-26,6.661851194821241,146.77556515457664,166.79344974324212,11.438387894070843
2021-02-27,6.825755945548028,146.0134628259967,165.91581168455477,-37.914548513570026
2021-02-28,7.022678971138066,144.9407015678887,164.2658131756708,18.499213226691325
2021-03-01,7.220619441806265,141.74359509807599,167.1490925663342,33.82830779781884
2021-03-02,6.788733911236918,145.90779660653956,166.52103369552538,-18.929922942983666
2021-03-03,6.88119176110176,145.4455439788074,165.8870977034686,-21.562766915627947
2021-03-04,6.60926393920355,145.55350637686567,165.08351590115018,-22.973054102881463
2021-03-05,6.586447878448584,142.4356101620298,164.35556076327651,-2.035840158318365
2021-03-06,7.193082293124232,142.80433862930687,164.94779322392895,30.872817846414762
2021-03-07,7.360079310371031,147.04869528904416,166.41374861970417,34.00189623008515
2021-03-08,6.935353962613814,144.83781872947966,167.21458630593463,6.967423628520635
2021-03-09,7.261632414245696,146.2530799898844,166.8782435282722,-35.45153591581368
2021-03-10,7.07254369298991,144.9184839403426,164.85115057821372,-39.792914423418466
2021-03-11,6.773861080813682,144.89175643552653,164.22538256671098,9.596035030462247
2021-03-12,7.079022618313469,146.67784685885147,165.4908862469112,-9.58232898410742
2021-03-13,7.435083711034049,143.73687315214218,163.58656063443715,2.884222009104036
2021-03-14,6.965854716857051,144.92754634484947,165.6831677141848,24.462551688963003
2021-03-15,7.448785545124706,143.77576616293788,165.21739741370135,-11.688063240795685
2021-03-16,6.19611815986007,143.79501734176768,164.90396349813176,-21.556507214522327
2021-03-17,7.2311202402720145,144.00805144307898,163.7802969327332,14.844549126569433
2021-03-18,7.01302923657506,145.03175408077354,165.89360010656972,16.080033414073256
2021-03-19,6.89943568355607,143.5897975960061,164.85229916033808,-25.102754134200467
2021-03-20,7.018745398146073,147.01734572640115,164.2200831642897,-34.94342060429588
2021-03-21,6.396881672104233,142.67390109630193,162.52273778671835,17.28602895989539
2021-03-22,6.929041309794014,144.04541185473457,165.37248509494938,69.81770714927094
2021-03-23,7.103722011978195,143.49450368067798,167.17725159666975,25.481611793977237
2021-03-24,7.441456182358856,147.22151779059698,167.07125921454787,-33.29021779884059
2021-03-25,6.8439605683080815,144.67306808808064,164.9579037434137,-33.802069123644856
2021-03-26,6.75810076985031,146.29485948869208,164.8177879396382,14.038057689919867
2021-03-27,6.851182165613885,141.21009232348575,165.89377425607503,-5.792600682397477
2021-03-28,7.277243255419519,144.66420281577828,164.4316145608117,-2.354735343833312
2021-03-29,7.102013953806187,145.8571157553326,165.73679189981948,26.6169857635947
2021-03-30,6.845079009488812,144.18905313569468,166.2060802783847,14.027119860972448
2021-03-31,7.158458032369089,146.10097279247947,166.6719332238843,-12.843515322969807
2021-04-01,7.033923958067537,142.87987502535793,165.34984592352004,-21.309104610918865
2021-04-02,7.295569160917806,146.67651711466397,165.25132624982305,-11.517427654148804
2021-04-03,6.79438675018322,148.39793695981342,164.58201741324345,-9.198099057943807
2021-04-04,6.906583101258684,143.01574829480296,164.63811964596013,9.922555422825212
2021-04-05,6.886980470482589,142.79068966200126,165.24352110809846,18.06368791284072
2021-04-06,6.565141803213715,146.52773619583715,165.84236550681618,17.250952772021577
2021-04-07,7.092468081541363,146.71840627416094,166.39358462623323,-17.4081668624477
2021-04-08,7.081236813567868,142.45087811975537,164.68182104931967,8.836559140894451
2021-04-09,7.003595251948464,142.59262171111328,166.98268856895953,8.130830244566454
2021-04-10,6.9306790779353395,142.80490408619505,165.22387639895743,-22.560837949619525
2021-04-11,6.575291332169434,140.61415110732358,165.47863270565156,-6.991321171578875
2021-04-12,6.8724099859311965,141.3994482743299,164.75778832085217,-35.89309448886766
2021-04-13,6.8943443475087935,141.16131248974278,163.08575973972705,24.618856132632914
2021-04-14,6.754885176902939,141.566003426592,166.39904539636103,47.56626236048078
2021-04-15,6.9454473216808985,142.96341710052425,166.25684389709244,-17.330594302188445
2021-04-16,7.113168521758337,143.43160979268308,165.2436724428818,-9.897797698013306
2021-04-17,7.555785389090215,145.99380148344952,165.59699071722488,12.109001622334432
2021-04-18,7.040136056102379,140.82496111736498,166.0509392177041,-24.293048611671537
2021-04-19,7.062718319934092,144.7184532629096,163.97745414311345,-15.524878425756157
2021-04-20,6.960668015015018,142.24926286184592,165.0159473226537,35.50215804762573
2021-04-21,6.404777850361952,142.50506049295987,166.34426467962183,-10.728551187343811
2021-04-22,6.969722099090961,143.8797121992141,164.30071057683077,-7.360601211827884
2021-04-23,6.9928728179776725,140.21007527395597,165.85355793216664,-1.3843857218125777
2021-04-24,7.710765194730602,143.14516875931656,164.2084181953766,2.7430807540034152
2021-04-25,6.9109352975245795,142.63749071132492,166.03642998243353,19.96410483488873
2021-04-26,7.055821983652706,143.21315633481717,165.5393585177025,-31.073426975085283
2021-04-27,6.951522600580905,142.72971266486854,163.9648681840945,18.155712551319994
2021-04-28,6.60777625601723,146.9845750214279,166.74973935445718,13.358103586611776
2021-04-29,7.297536301357416,140.72059582243816,164.85540842320196,-29.474876872073423
2021-04-30,7.1764465185940525,140.85570865299292,164.78474756298561,14.17741161043466
2021-05-01,7.184221854217105,140.59259818320996,165.80056919723094,29.533346796646498
2021-05-02,6.670011390868919,140.6486758832866,166.75363734942871,-18.095865243139855
2021-05-03,7.3594521985933,140.40520540250134,164.59417818102162,-16.154362493711147
